Term ID,Term name,Hierarchy role,Parent names,Full hierarchy path(s)
792,Office of the Deputy Secretary-General,Leaf child,Office of the Secretary-General,About UNCTAD > Office of the Secretary-General > Office of the Deputy Secretary-General
1837,Trade and Development Board,Leaf child,About UNCTAD,About UNCTAD > Trade and Development Board
724,UNCTAD and Civil Society,Leaf child,About UNCTAD,About UNCTAD > UNCTAD and Civil Society
1573,UNCTAD New York Office,Leaf child,About UNCTAD,About UNCTAD > UNCTAD New York Office
916,UNCTAD Regional Office for Africa,Leaf child,About UNCTAD,About UNCTAD > UNCTAD Regional Office for Africa
735,Africa,Root parent,,Africa
730,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]",Child and parent,Africa,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]"
733,Centers of Excellence in Africa and Asia,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Centers of Excellence in Africa and Asia"
1575,"EIF Project TJAU: Transit, transport in West Africa",Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > EIF Project TJAU: Transit, transport in West Africa"
736,Enhanced Integrated Framework,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Enhanced Integrated Framework"
737,Geographical Indications (GIs),Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Geographical Indications (GIs)"
738,Landlocked Developing Countries,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Landlocked Developing Countries"
739,Least Developed Countries,Child and parent,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries"
732,ASEAN LDCs: Trade Policy and Strategy Project,Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > ASEAN LDCs: Trade Policy and Strategy Project"
734,Duty-Free Quota Free Market Access for LDCs,Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > Duty-Free Quota Free Market Access for LDCs"
1434,LDC graduation support package,Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > LDC graduation support package"
1608,On the road to LDC5,Child and parent,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > On the road to LDC5"
1609,LDC5: Intergovernmental support,Leaf child,On the road to LDC5,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > On the road to LDC5 > LDC5: Intergovernmental support"
1610,LDC5: Support to LDC graduation,Leaf child,On the road to LDC5,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > On the road to LDC5 > LDC5: Support to LDC graduation"
1903,Productive capacities,Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > Productive capacities"
1585,Productive Capacities Index (PCI),Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > Productive Capacities Index (PCI)"
740,Rules of Origin for LDCs,Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > Rules of Origin for LDCs"
745,Trade Preferences: Data on Utilization Rates,Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > Trade Preferences: Data on Utilization Rates"
744,"Trade, poverty, and inequalities",Leaf child,Least Developed Countries,"Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Least Developed Countries > Trade, poverty, and inequalities"
741,Small Island Developing States,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > Small Island Developing States"
746,UNDA Project 1415M: Fish Export from selected LDCs,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 1415M: Fish Export from selected LDCs"
747,UNDA Project 1617M: LLDCs Productive capacities Index,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 1617M: LLDCs Productive capacities Index"
748,UNDA Project 1819F: Towards and Beyond LDC Graduation,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 1819F: Towards and Beyond LDC Graduation"
749,UNDA Project 1819Y: Illicit financial flows in Africa,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 1819Y: Illicit financial flows in Africa"
1420,UNDA Project 2023E: Productive capacity in African LDCs,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 2023E: Productive capacity in African LDCs"
1596,UNDA Project 2124D: Technology assessment in Africa,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 2124D: Technology assessment in Africa"
1668,UNDA Project 2225F: TrainForTrade digital economy in SIDS,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 2225F: TrainForTrade digital economy in SIDS"
1734,UNDA Project 2326E: Graduation from LDC status,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 2326E: Graduation from LDC status"
1857,UNDA Project 2528E: Productive capacities in Caribbean SIDS,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNDA Project 2528E: Productive capacities in Caribbean SIDS"
1730,UNJP Project TJAO: Haiti SDGs: Policy and Financing Options,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNJP Project TJAO: Haiti SDGs: Policy and Financing Options"
1729,UNJP Project TLAU: Global crisis emergency support for Haiti,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNJP Project TLAU: Global crisis emergency support for Haiti"
1584,UNSDG Subfund Project TJBS: Productive capacities and linkages with China,Leaf child,"Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE]","Africa > Africa, LDCs, LLDCs and Special Programmes [PARENT - DO NOT USE] > UNSDG Subfund Project TJBS: Productive capacities and linkages with China"
731,Angola: EU-UNCTAD Project TFBK,Leaf child,Africa,Africa > Angola: EU-UNCTAD Project TFBK
1432,Support to the African Continental Free Trade Area (AfCFTA),Leaf child,Africa,Africa > Support to the African Continental Free Trade Area (AfCFTA)
1792,UN-PDTF-SDG Project: SMEs in regional value chains,Leaf child,Africa,Africa > UN-PDTF-SDG Project: SMEs in regional value chains
863,UNDA Project 1819I: Services trade in Africa,Leaf child,Africa,Africa > UNDA Project 1819I: Services trade in Africa
1938,UNRCO Project: Productive capacities in DR Congo,Leaf child,Africa,Africa > UNRCO Project: Productive capacities in DR Congo
759,Assistance to the Palestinian People,Standalone root,,Assistance to the Palestinian People
750,Commission on Science and Technology for Development,Root parent,,Commission on Science and Technology for Development
757,CSTD - Gender Advisory Board,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD - Gender Advisory Board
1828,CSTD - Working Group on Data Governance,Child and parent,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD - Working Group on Data Governance
1898,Working Group on Data Governance (SURVEY RESPONSES),Child and parent,CSTD - Working Group on Data Governance,Commission on Science and Technology for Development > CSTD - Working Group on Data Governance > Working Group on Data Governance (SURVEY RESPONSES)
1894,Track 1,Leaf child,Working Group on Data Governance (SURVEY RESPONSES),Commission on Science and Technology for Development > CSTD - Working Group on Data Governance > Working Group on Data Governance (SURVEY RESPONSES) > Track 1
1895,Track 2,Leaf child,Working Group on Data Governance (SURVEY RESPONSES),Commission on Science and Technology for Development > CSTD - Working Group on Data Governance > Working Group on Data Governance (SURVEY RESPONSES) > Track 2
1896,Track 3,Leaf child,Working Group on Data Governance (SURVEY RESPONSES),Commission on Science and Technology for Development > CSTD - Working Group on Data Governance > Working Group on Data Governance (SURVEY RESPONSES) > Track 3
1897,Track 4,Leaf child,Working Group on Data Governance (SURVEY RESPONSES),Commission on Science and Technology for Development > CSTD - Working Group on Data Governance > Working Group on Data Governance (SURVEY RESPONSES) > Track 4
751,CSTD - Working Group on Enhanced Cooperation (2013),Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD - Working Group on Enhanced Cooperation (2013)
752,CSTD - Working Group on Enhanced Cooperation (2016),Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD - Working Group on Enhanced Cooperation (2016)
755,CSTD - Working Group on Enhanced Cooperation (WGEC),Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD - Working Group on Enhanced Cooperation (WGEC)
753,CSTD - Working Group on Internet Governance (2011),Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD - Working Group on Internet Governance (2011)
1421,CSTD and Covid-19,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD and Covid-19
754,CSTD Dialogue,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD Dialogue
1632,CSTD Project: CropWatch-ICP,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD Project: CropWatch-ICP
1633,CSTD Project: Young Female Scientist Programme,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD Project: Young Female Scientist Programme
856,CSTD Project: Young Scientist PhD Programme,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > CSTD Project: Young Scientist PhD Programme
1757,WSIS+20: 20-year review of WSIS implementation,Leaf child,Commission on Science and Technology for Development,Commission on Science and Technology for Development > WSIS+20: 20-year review of WSIS implementation
791,Commodities,Root parent,,Commodities
784,Commodities - ECCAS Project,Leaf child,Commodities,Commodities > Commodities - ECCAS Project
785,Commodities - ESA Cotton Project,Leaf child,Commodities,Commodities > Commodities - ESA Cotton Project
786,Commodities - Global Commodities Forum,Leaf child,Commodities,Commodities > Commodities - Global Commodities Forum
787,Commodities - International Commodity Bodies,Leaf child,Commodities,Commodities > Commodities - International Commodity Bodies
788,Commodities - Project LLDCs in GVCs,Leaf child,Commodities,Commodities > Commodities - Project LLDCs in GVCs
790,Commodities - WTO-UNCTAD-ITC Cotton Project,Leaf child,Commodities,Commodities > Commodities - WTO-UNCTAD-ITC Cotton Project
1790,Critical minerals,Leaf child,Commodities,Commodities > Critical minerals
1859,Project TOAH: Critical Energy Transition Minerals in Southern Africa,Leaf child,Commodities,Commodities > Project TOAH: Critical Energy Transition Minerals in Southern Africa
1913,Project TPAM: Critical Energy Transition Minerals in DRC,Leaf child,Commodities,Commodities > Project TPAM: Critical Energy Transition Minerals in DRC
909,SENAI Project: Suape Industrial Port Complex,Leaf child,Commodities,Commodities > SENAI Project: Suape Industrial Port Complex
1842,UNDA Project 2528F: Sustainable coffee in Asia,Leaf child,Commodities,Commodities > UNDA Project 2528F: Sustainable coffee in Asia
793,Competition and Consumer Protection,Root parent,,Competition and Consumer Protection
901,7th UN Review Conference [DO NOT USE],Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > 7th UN Review Conference [DO NOT USE]
794,COMPAL Programme,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > COMPAL Programme
795,Competition - Research Partnership Platform,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Competition - Research Partnership Platform
1603,EBRD Project TNAK: Competition law and policy in Albania,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > EBRD Project TNAK: Competition law and policy in Albania
1911,EC Project TOAY: Consumer product safety,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > EC Project TOAY: Consumer product safety
1769,Project NT8X603: Competition and consumer protection on PALOP countries,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Project NT8X603: Competition and consumer protection on PALOP countries
1773,Project RAF0TLBG:  Competition and consumer protection in the DRC,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Project RAF0TLBG:  Competition and consumer protection in the DRC
1607,Project TIAV: consumers blockchain dispute resolution,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Project TIAV: consumers blockchain dispute resolution
725,Project TNAB: Consumer protection in MEAs,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Project TNAB: Consumer protection in MEAs
1916,Project TPAL: Consumer product safety in Sub-Saharan Africa,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Project TPAL: Consumer product safety in Sub-Saharan Africa
1919,UN principles for consumer product safety,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > UN principles for consumer product safety
1588,Working group on competition law enforcement,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on competition law enforcement
1586,Working group on consumer product safety,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on consumer product safety
908,Working group on consumer protection and gender,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on consumer protection and gender
1589,Working group on consumer protection in e-commerce,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on consumer protection in e-commerce
1591,Working group on cross-border cartels,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on cross-border cartels
1587,Working group on protection of vulnerable consumers,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on protection of vulnerable consumers
1590,Working group on voluntary peer reviews,Leaf child,Competition and Consumer Protection,Competition and Consumer Protection > Working group on voluntary peer reviews
760,Debt and Development Finance,Root parent,,Debt and Development Finance
761,Debt ＆ Finance: Financial Conditions Index Project,Leaf child,Debt and Development Finance,Debt and Development Finance > Debt ＆ Finance: Financial Conditions Index Project
762,Debt ＆ Finance: Responsible Sovereign Financing Project,Leaf child,Debt and Development Finance,Debt and Development Finance > Debt ＆ Finance: Responsible Sovereign Financing Project
763,Debt Management and Financial Analysis System (DMFAS),Leaf child,Debt and Development Finance,Debt and Development Finance > Debt Management and Financial Analysis System (DMFAS)
1915,Debt management: Borrowers platform,Leaf child,Debt and Development Finance,Debt and Development Finance > Debt management: Borrowers platform
1836,OSF Project TMAY: Climate Finance for Development,Leaf child,Debt and Development Finance,Debt and Development Finance > OSF Project TMAY: Climate Finance for Development
1867,OSF Project TMAY: Development-oriented debt architecture,Leaf child,Debt and Development Finance,Debt and Development Finance > OSF Project TMAY: Development-oriented debt architecture
764,Sovereign Debt Portal,Leaf child,Debt and Development Finance,Debt and Development Finance > Sovereign Debt Portal
866,E-commerce and the Digital Economy,Root parent,,E-commerce and the Digital Economy
873,Digital Economy: Measurement,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > Digital Economy: Measurement
867,e-Commerce Legislation,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > e-Commerce Legislation
871,E-commerce Strategy and ICT Policy Reviews,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > E-commerce Strategy and ICT Policy Reviews
868,e-Trade for All,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > e-Trade for All
869,e-Trade for Women,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > e-Trade for Women
870,e-Trade Readiness Assessments Project,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > e-Trade Readiness Assessments Project
1658,ECOWAS Project: Regional e-commerce strategy,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > ECOWAS Project: Regional e-commerce strategy
872,ICTs and Women's Entrepreneurship,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > ICTs and Women's Entrepreneurship
874,Network of Centres of Excellence,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > Network of Centres of Excellence
1635,Pacific Digital Economy Programme,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > Pacific Digital Economy Programme
875,Partnership on ICT Measurement,Leaf child,E-commerce and the Digital Economy,E-commerce and the Digital Economy > Partnership on ICT Measurement
833,Enterprise Development,Root parent,,Enterprise Development
834,Business Facilitation (E-Regulation),Leaf child,Enterprise Development,Enterprise Development > Business Facilitation (E-Regulation)
835,Business Facilitation Programme,Leaf child,Enterprise Development,Enterprise Development > Business Facilitation Programme
838,E-Tools for Business Facilitation,Leaf child,Enterprise Development,Enterprise Development > E-Tools for Business Facilitation
836,EMPRETEC Programme,Leaf child,Enterprise Development,Enterprise Development > EMPRETEC Programme
837,Entrepreneurship Policy Framework,Leaf child,Enterprise Development,Enterprise Development > Entrepreneurship Policy Framework
840,Insurance,Leaf child,Enterprise Development,Enterprise Development > Insurance
850,ISAR - Corporate Transparency - Accounting,Child and parent,Enterprise Development,Enterprise Development > ISAR - Corporate Transparency - Accounting
832,Corporate Social Responsibility,Leaf child,ISAR - Corporate Transparency - Accounting,Enterprise Development > ISAR - Corporate Transparency - Accounting > Corporate Social Responsibility
1854,ISAR Regional Partnership: Africa,Leaf child,ISAR - Corporate Transparency - Accounting,Enterprise Development > ISAR - Corporate Transparency - Accounting > ISAR Regional Partnership: Africa
1855,ISAR Regional Partnership: Eurasia,Leaf child,ISAR - Corporate Transparency - Accounting,Enterprise Development > ISAR - Corporate Transparency - Accounting > ISAR Regional Partnership: Eurasia
1853,ISAR Regional Partnership: Latin America,Leaf child,ISAR - Corporate Transparency - Accounting,Enterprise Development > ISAR - Corporate Transparency - Accounting > ISAR Regional Partnership: Latin America
851,UNDA Project 1819H: ISAR enterprise policy for sustainability and SDGs,Leaf child,ISAR - Corporate Transparency - Accounting,Enterprise Development > ISAR - Corporate Transparency - Accounting > UNDA Project 1819H: ISAR enterprise policy for sustainability and SDGs
827,UNDA project 2427L: ISAR sustainability reporting,Leaf child,ISAR - Corporate Transparency - Accounting,Enterprise Development > ISAR - Corporate Transparency - Accounting > UNDA project 2427L: ISAR sustainability reporting
727,The Square for Global Goals,Leaf child,Enterprise Development,Enterprise Development > The Square for Global Goals
1564,UNDA Project 2023W: Post-Covid-19 resurgence of the MSME sector,Leaf child,Enterprise Development,Enterprise Development > UNDA Project 2023W: Post-Covid-19 resurgence of the MSME sector
756,Featured Publication,Standalone root,,Featured Publication
821,Gender Equality,Root parent,,Gender Equality
823,Gender Project: E-Learning Courses,Leaf child,Gender Equality,Gender Equality > Gender Project: E-Learning Courses
822,Gender Project: East African Community,Leaf child,Gender Equality,Gender Equality > Gender Project: East African Community
824,Gender Project: Horticulture and Tourism in Myanmar,Leaf child,Gender Equality,Gender Equality > Gender Project: Horticulture and Tourism in Myanmar
825,Gender Project: PACER Plus Agreement,Leaf child,Gender Equality,Gender Equality > Gender Project: PACER Plus Agreement
1657,International Women’s Day,Leaf child,Gender Equality,Gender Equality > International Women’s Day
771,International Trade and Commodities [PARENT - DO NOT USE],Root parent,,International Trade and Commodities [PARENT - DO NOT USE]
798,"Dispute Settlement in International Trade, Investment and Intellectual Property",Leaf child,International Trade and Commodities [PARENT - DO NOT USE],"International Trade and Commodities [PARENT - DO NOT USE] > Dispute Settlement in International Trade, Investment and Intellectual Property"
1679,EU-UNIDO project: PROMOVE Comércio Mozambique,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > EU-UNIDO project: PROMOVE Comércio Mozambique
1737,EU4Business CEFTA Project: NTMs and Dispute Settlement,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > EU4Business CEFTA Project: NTMs and Dispute Settlement
801,Generalized System of Preferences,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Generalized System of Preferences
1569,GIZ Sector Project: NTMs cost-effectiveness toolkit,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > GIZ Sector Project: NTMs cost-effectiveness toolkit
1422,Global System of Trade Preferences (GSTP),Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Global System of Trade Preferences (GSTP)
1920,Global Trade Update,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Global Trade Update
1582,PACER Plus Project THAQ: Transparency and Trade Portals,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > PACER Plus Project THAQ: Transparency and Trade Portals
1731,SDG Fund Project: NTMs cost-effectiveness toolkit in Barbados,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > SDG Fund Project: NTMs cost-effectiveness toolkit in Barbados
807,Services Project: Value-added in exports,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Services Project: Value-added in exports
808,"Services, development and trade",Leaf child,International Trade and Commodities [PARENT - DO NOT USE],"International Trade and Commodities [PARENT - DO NOT USE] > Services, development and trade"
772,Tariffs,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Tariffs
815,Trade Agreements,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade Agreements
810,Trade Analysis,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade Analysis
820,Trade and Environment,Child and parent,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment
1904,BCLME IV Project: Climate resilient blue economy,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > BCLME IV Project: Climate resilient blue economy
773,BioTrade,Child and parent,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > BioTrade
774,BioTrade - Kunming-Montreal Global Biodiversity Framework,Leaf child,BioTrade,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > BioTrade > BioTrade - Kunming-Montreal Global Biodiversity Framework
809,The Biotrade Initiative,Leaf child,BioTrade,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > BioTrade > The Biotrade Initiative
1548,Circular Economy,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > Circular Economy
782,Climate Change,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > Climate Change
1926,COP30 Plan to harnessing trade policy for NDCs,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > COP30 Plan to harnessing trade policy for NDCs
1691,DANIDA Project:  Green initiatives in AfCFTA Strategies,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > DANIDA Project:  Green initiatives in AfCFTA Strategies
797,DFID Project: Sustainable Manufacturing and Environmental Pollution,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > DFID Project: Sustainable Manufacturing and Environmental Pollution
802,Green Economy,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > Green Economy
839,Green export strategies,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > Green export strategies
803,National Green Export Review,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > National Green Export Review
1940,Portugal-UK project: Marine tourism in São Tomé and Príncipe,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > Portugal-UK project: Marine tourism in São Tomé and Príncipe
806,"SECO Project: Sustainable tourism, production and export in Laos",Leaf child,Trade and Environment,"International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > SECO Project: Sustainable tourism, production and export in Laos"
1600,Sustainable Ocean and Blue Economy,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > Sustainable Ocean and Blue Economy
799,UNCTAD-FAO-UNEP Project: Regulating Fisheries Subsidies,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > UNCTAD-FAO-UNEP Project: Regulating Fisheries Subsidies
1552,UNCTAD-FAO-UNEP Project: Trade related targets of SDG 14,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > UNCTAD-FAO-UNEP Project: Trade related targets of SDG 14
1553,UNCTAD-OECS-CITES Project: Blue Bio-trade,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > UNCTAD-OECS-CITES Project: Blue Bio-trade
804,UNDA Project 1819K:  Oceans Economy and Trade Strategies,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > UNDA Project 1819K:  Oceans Economy and Trade Strategies
1873,UNDA Project 2528A:  Climate action through AI for Caribbean SIDS,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > UNDA Project 2528A:  Climate action through AI for Caribbean SIDS
1892,United Nations Global Seaweed Initiative (UNGSI),Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > United Nations Global Seaweed Initiative (UNGSI)
1941,UNSDG project TQAK: Transforming Indonesia Seaweed Sector,Leaf child,Trade and Environment,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Environment > UNSDG project TQAK: Transforming Indonesia Seaweed Sector
811,Trade and Non-Tariff Measures,Child and parent,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade and Non-Tariff Measures
1581,BMZ Project THBT: AfCFTA elimination and transparency in NTMs,Leaf child,Trade and Non-Tariff Measures,International Trade and Commodities [PARENT - DO NOT USE] > Trade and Non-Tariff Measures > BMZ Project THBT: AfCFTA elimination and transparency in NTMs
812,Trade and Preferential Market Access,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade and Preferential Market Access
813,Trade and Sustainable Development,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade and Sustainable Development
816,Trade Negotiations and the International Trading System,Leaf child,International Trade and Commodities [PARENT - DO NOT USE],International Trade and Commodities [PARENT - DO NOT USE] > Trade Negotiations and the International Trading System
