Term ID,Term name,Hierarchy role,Parent names,Full hierarchy path(s)
591,Competition and Consumer Protection - Research Partnership Platform,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Competition and Consumer Protection - Research Partnership Platform
592,Competition Policy - Voluntary Peer Review (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Competition Policy - Voluntary Peer Review (Series)
593,Consumer Protection - Voluntary Peer Review (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Consumer Protection - Voluntary Peer Review (Series)
594,Creative Economy Report (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Creative Economy Report (Series)
595,Creative Industries Country Studies (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Creative Industries Country Studies (Series)
596,Debt and Development Finance - DMFAS Annual Report,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Debt and Development Finance - DMFAS Annual Report
1546,Development and Globalization: Facts and Figures (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Development and Globalization: Facts and Figures (Series)
598,Digital Economy Report (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Digital Economy Report (Series)
599,Discussion Paper (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Discussion Paper (Series)
602,E-Commerce and Development Report (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > E-Commerce and Development Report (Series)
1923,E-commerce and digital economy programme: Year in review,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > E-commerce and digital economy programme: Year in review
390,Economic Development in Africa Report,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Economic Development in Africa Report
603,eTrade Readiness Assessments,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > eTrade Readiness Assessments
604,FDI and Development (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > FDI and Development (Series)
605,G-20 Trade and Investment Measures (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > G-20 Trade and Investment Measures (Series)
606,G-24 Discussion Papers (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > G-24 Discussion Papers (Series)
608,Gender perspective of trade policy,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Gender perspective of trade policy
609,Global Investment Trends Monitor,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Global Investment Trends Monitor
1572,Global Trade Update,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Global Trade Update
396,Handbook of Statistics (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Handbook of Statistics (Series)
611,ICT Policy Reviews (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > ICT Policy Reviews (Series)
610,Information and Communication Technology - Cyber Legislation,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Information and Communication Technology - Cyber Legislation
501,Information and Communication Technology for Development (Technical Notes),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Information and Communication Technology for Development (Technical Notes)
391,Information Economy Report (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Information Economy Report (Series)
612,Intellectual Property: Policy Briefs,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Intellectual Property: Policy Briefs
582,International Accounting and Reporting Issues (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > International Accounting and Reporting Issues (Series)
586,International Trading System and Trade Negotiations (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > International Trading System and Trade Negotiations (Series)
613,Investment Advisory Series A (Investment Promotion),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Advisory Series A (Investment Promotion)
614,Investment Advisory Series B (FDI Case Studies),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Advisory Series B (FDI Case Studies)
615,Investment Agreements - Issue Series I,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Agreements - Issue Series I
616,Investment Agreements - Issue Series II (Revised Editions - Sequels),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Agreements - Issue Series II (Revised Editions - Sequels)
617,Investment Agreements - Issues Note,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Agreements - Issues Note
618,Investment Blue Book (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Blue Book (Series)
619,Investment Brief (English only),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Brief (English only)
620,Investment Country Profiles,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Country Profiles
621,Investment Guides (The iGuides),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Guides (The iGuides)
622,Investment Policies for Development (Issue Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Policies for Development (Issue Series)
623,Investment Policy Monitor,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Policy Monitor
624,Investment Policy Review (Implementation Reports),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Policy Review (Implementation Reports)
625,Investment Policy Reviews,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Policy Reviews
1483,Investment Policy Reviews (Implementation Report),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Policy Reviews (Implementation Report)
626,Investment Promotion Agency Observer,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Investment Promotion Agency Observer
392,Least Developed Countries Report,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Least Developed Countries Report
380,Least Developed Countries: Vulnerability Profiles,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Least Developed Countries: Vulnerability Profiles
627,National Green Export Review (Fact Sheets),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > National Green Export Review (Fact Sheets)
628,National Green Export Reviews,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > National Green Export Reviews
1488,Palestine Report (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Palestine Report (Series)
629,Policy Issues in International Trade and Commodities,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Policy Issues in International Trade and Commodities
631,Port Management (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Port Management (Series)
630,Port Management Monograph (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Port Management Monograph (Series)
632,Prebisch Lectures,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Prebisch Lectures
1644,PSI-UNCTAD Briefs on Workers and Debt,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > PSI-UNCTAD Briefs on Workers and Debt
657,Research Papers,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Research Papers
575,Research papers for the Group of Twenty-four (G-24),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Research papers for the Group of Twenty-four (G-24)
393,Review of Maritime Transport,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Review of Maritime Transport
1490,Rules of Origin - Certifying Authorities for Form A,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Rules of Origin - Certifying Authorities for Form A
1491,Rules of Origin - Notification,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Rules of Origin - Notification
1489,Rules of Origin for LDCs,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Rules of Origin for LDCs
633,"Science, Technology and Innovation - Current Issues",Leaf child,Series  [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Science, Technology and Innovation - Current Issues"
634,"Science, Technology and Innovation Policies (Training Course)",Leaf child,Series  [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Science, Technology and Innovation Policies (Training Course)"
635,"Science, Technology and Innovation Policy Reviews",Leaf child,Series  [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Science, Technology and Innovation Policy Reviews"
1580,SDG Investment Trends Monitor,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > SDG Investment Trends Monitor
636,Services Policy Reviews,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Services Policy Reviews
637,Services: New Frontier on Sustainable Development (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Services: New Frontier on Sustainable Development (Series)
638,Statistics for FDI and the operations of TNCs,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Statistics for FDI and the operations of TNCs
639,Statistics on Trade in Services (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Statistics on Trade in Services (Series)
640,Statistics: Commodity Price Bulletin (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Statistics: Commodity Price Bulletin (Series)
1419,Statistics: Global Merchandise and Services Trade Nowcast (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Statistics: Global Merchandise and Services Trade Nowcast (Series)
641,Statistics: Indicator Highlights,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Statistics: Indicator Highlights
642,Statistics: Trade in Services (Quarterly),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Statistics: Trade in Services (Quarterly)
1931,Strait of Hormuz disruptions,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Strait of Hormuz disruptions
644,Technology and Innovation Report (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Technology and Innovation Report (Series)
643,Technology for Development (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Technology for Development (Series)
364,The New Frontier in Entrepreneurship (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > The New Frontier in Entrepreneurship (Series)
645,The Road from Rio+20 (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > The Road from Rio+20 (Series)
646,The State of Commodity Dependence,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > The State of Commodity Dependence
394,Trade and Development Report,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade and Development Report
1601,Trade and Development Report 2020 (Updates),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade and Development Report 2020 (Updates)
395,Trade and Environment Review,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade and Environment Review
1576,Trade and Gender - Teaching Material,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade and Gender - Teaching Material
647,Trade and Poverty Papers,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade and Poverty Papers
648,Trade Facilitation - Technical Notes,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade Facilitation - Technical Notes
649,Trade Negotiations and Africa (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade Negotiations and Africa (Series)
1493,Trade Negotiations and Commercial Diplomacy Meeting Report,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade Negotiations and Commercial Diplomacy Meeting Report
650,Trade Policy Framework Reviews,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Trade Policy Framework Reviews
651,Transnational Corporations (Journal),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Transnational Corporations (Journal)
652,Transport and Trade Facilitation,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Transport and Trade Facilitation
653,UNCTAD Issues in Brief (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD Issues in Brief (Series)
654,UNCTAD Manual on FDI Statistics,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD Manual on FDI Statistics
1486,UNCTAD Meeting Reports,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD Meeting Reports
655,UNCTAD Policy Brief,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD Policy Brief
656,UNCTAD Post-2015 Policy Brief,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD Post-2015 Policy Brief
1494,UNCTAD Proposed Programme Budget,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD Proposed Programme Budget
412,UNCTAD rapid assessment,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > UNCTAD rapid assessment
410,United Nations Global Crisis Response Group (Briefs),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > United Nations Global Crisis Response Group (Briefs)
389,Working Papers,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > Working Papers
658,World Economic Situation and Prospects,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > World Economic Situation and Prospects
659,World Investment Directory,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > World Investment Directory
660,World Investment Prospects Survey (Series),Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > World Investment Prospects Survey (Series)
397,World Investment Report,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > World Investment Report
661,World Tariff Profiles,Leaf child,Series  [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Series  [PARENT TERM - DO NOT USE] > World Tariff Profiles
690,S-Gs and DSGs Statements (2011-2022),Root parent,,S-Gs and DSGs Statements (2011-2022)
1700,DSG Moreno Statements,Leaf child,S-Gs and DSGs Statements (2011-2022),S-Gs and DSGs Statements (2011-2022) > DSG Moreno Statements
1638,S-G Grynspan Statements,Leaf child,S-Gs and DSGs Statements (2011-2022),S-Gs and DSGs Statements (2011-2022) > S-G Grynspan Statements
663,Sessional Document,Root parent,,Sessional Document
664,ECOSOC,Child and parent,Sessional Document,Sessional Document > ECOSOC
665,ECOSOC Decision,Leaf child,ECOSOC,Sessional Document > ECOSOC > ECOSOC Decision
666,ECOSOC Document,Leaf child,ECOSOC,Sessional Document > ECOSOC > ECOSOC Document
668,ECOSOC Resolutions - Science and Technology,Leaf child,ECOSOC,Sessional Document > ECOSOC > ECOSOC Resolutions - Science and Technology
669,ECOSOC Resolutions - WSIS Follow-up,Leaf child,ECOSOC,Sessional Document > ECOSOC > ECOSOC Resolutions - WSIS Follow-up
667,World Summit on the Information Society,Leaf child,ECOSOC,Sessional Document > ECOSOC > World Summit on the Information Society
670,TDB,Child and parent,Sessional Document,Sessional Document > TDB
671,List of Intergovernmental Organizations,Leaf child,TDB,Sessional Document > TDB > List of Intergovernmental Organizations
672,List of Non-Governmental Organizations,Leaf child,TDB,Sessional Document > TDB > List of Non-Governmental Organizations
673,UNCTAD Membership,Leaf child,TDB,Sessional Document > TDB > UNCTAD Membership
676,United Nations,Child and parent,Sessional Document,Sessional Document > United Nations
677,Economic costs of the Israeli occupation for the Palestinian people (UNSG Reports),Leaf child,United Nations,Sessional Document > United Nations > Economic costs of the Israeli occupation for the Palestinian people (UNSG Reports)
1574,Entrepreneurship for sustainable development (UNSG Reports),Leaf child,United Nations,Sessional Document > United Nations > Entrepreneurship for sustainable development (UNSG Reports)
686,External debt sustainability and development (UNSG Reports),Leaf child,United Nations,Sessional Document > United Nations > External debt sustainability and development (UNSG Reports)
684,International Commodity Agreements,Leaf child,United Nations,Sessional Document > United Nations > International Commodity Agreements
687,International Trade and Development (UNSG Reports),Leaf child,United Nations,Sessional Document > United Nations > International Trade and Development (UNSG Reports)
688,UN Documents on Trade Law,Leaf child,United Nations,Sessional Document > United Nations > UN Documents on Trade Law
689,UN Documents on US Embargo of Cuba,Leaf child,United Nations,Sessional Document > United Nations > UN Documents on US Embargo of Cuba
678,UN Documents related to UNCTAD,Leaf child,United Nations,Sessional Document > United Nations > UN Documents related to UNCTAD
680,UN Resolutions on ICTs,Leaf child,United Nations,Sessional Document > United Nations > UN Resolutions on ICTs
1922,UN Resolutions on Illicit Financial Flows,Leaf child,United Nations,Sessional Document > United Nations > UN Resolutions on Illicit Financial Flows
679,UN Resolutions on Palestine,Leaf child,United Nations,Sessional Document > United Nations > UN Resolutions on Palestine
681,UN Resolutions on Science and Technology,Leaf child,United Nations,Sessional Document > United Nations > UN Resolutions on Science and Technology
682,UN Resolutions related to the CSTD,Leaf child,United Nations,Sessional Document > United Nations > UN Resolutions related to the CSTD
683,UN Resolutions related to UNCTAD,Leaf child,United Nations,Sessional Document > United Nations > UN Resolutions related to UNCTAD
685,World commodity trends and prospects (UNSG Reports),Leaf child,United Nations,Sessional Document > United Nations > World commodity trends and prospects (UNSG Reports)
